"","Nyckeltal","Kommun.Landsting","År","Visat.Värde"
"2041","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sölvesborg",2009,"12.820513"
"2042","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sölvesborg",2010,"13.487427"
"2043","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Sölvesborg",2011,"12.699203"
"2044","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tanum",2008,"8.336367"
"2045","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tanum",2009,"8.430833"
"2046","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tanum",2010,"7.126207"
"2047","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tanum",2011,"9.585492"
"2048","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tibro",2008,"6.739032"
"2049","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tibro",2009,"10.229736"
"2050","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tibro",2010,"14.200933"
"2051","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tibro",2011,"11.73069"
"2052","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tidaholm",2008,"12.677135"
"2053","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tidaholm",2009,"16.41627"
"2054","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tidaholm",2010,"15.972474"
"2055","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tidaholm",2011,"15.376382"
"2056","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tierp",2008,"9.919508"
"2057","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tierp",2009,"7.754257"
"2058","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tierp",2010,"9.692618"
"2059","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tierp",2011,"10.114841"
"2060","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Timrå",2008,"7.514277"
"2061","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Timrå",2009,"7.896971"
"2062","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Timrå",2010,"7.813363"
"2063","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Timrå",2011,"8.095238"
"2064","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tingsryd",2008,"10.070332"
"2065","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tingsryd",2009,"13.482448"
"2066","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tingsryd",2010,"13.974201"
"2067","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tingsryd",2011,"13.842409"
"2068","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tjörn",2008,"4.742268"
"2069","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tjörn",2009,"7.53403"
"2070","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tjörn",2010,"9.234989"
"2071","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tjörn",2011,"9.369476"
"2072","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tomelilla",2008,"7.135096"
"2073","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tomelilla",2009,"11.881533"
"2074","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tomelilla",2010,"11.873713"
"2075","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tomelilla",2011,"10.254692"
"2076","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsby",2008,"10.234279"
"2077","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsby",2009,"12.0695"
"2078","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsby",2010,"12.273704"
"2079","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsby",2011,"13.142683"
"2080","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsås",2008,"15.464548"
"2081","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsås",2009,"14.850883"
"2082","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsås",2010,"15.204327"
"2083","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Torsås",2011,"13.225058"
"2084","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranemo",2008,"7.200339"
"2085","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranemo",2009,"10.27846"
"2086","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranemo",2010,"8.449582"
"2087","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranemo",2011,"11.05919"
"2088","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranås",2008,"9.123435"
"2089","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranås",2009,"8.936902"
"2090","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranås",2010,"14.634146"
"2091","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tranås",2011,"14.454696"
"2092","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trelleborg",2008,"8.842837"
"2093","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trelleborg",2009,"8.419768"
"2094","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trelleborg",2010,"8.110687"
"2095","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trelleborg",2011,"8.330429"
"2096","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trollhättan",2008,"7.885727"
"2097","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trollhättan",2009,"12.051069"
"2098","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trollhättan",2010,"12.66055"
"2099","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trollhättan",2011,"12.294018"
"2100","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trosa",2008,"7.506702"
"2101","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trosa",2009,"6.672977"
"2102","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trosa",2010,"5.151378"
"2103","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Trosa",2011,"8.468777"
"2104","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tyresö",2008,"6.917563"
"2105","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tyresö",2009,"8.074731"
"2106","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tyresö",2010,"10.042283"
"2107","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Tyresö",2011,"8.885346"
"2108","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Täby",2008,"12.386917"
"2109","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Täby",2009,"14.148377"
"2110","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Täby",2010,"14.090751"
"2111","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Täby",2011,"14.061062"
"2112","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Töreboda",2008,"8.063688"
"2113","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Töreboda",2009,"18.909455"
"2114","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Töreboda",2010,"7.139316"
"2115","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Töreboda",2011,"6.597057"
"2116","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uddevalla",2008,"7.669586"
"2117","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uddevalla",2009,"13.064979"
"2118","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uddevalla",2010,"12.952069"
"2119","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uddevalla",2011,"13.258681"
"2120","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ulricehamn",2008,"8.148959"
"2121","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ulricehamn",2009,"11.594505"
"2122","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ulricehamn",2010,"13.361806"
"2123","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Ulricehamn",2011,"12.743152"
"2124","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Umeå",2008,"9.855818"
"2125","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Umeå",2009,"12.502349"
"2126","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Umeå",2010,"12.969324"
"2127","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Umeå",2011,"12.344464"
"2128","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands Väsby",2008,"8.792702"
"2129","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands Väsby",2009,"11.111111"
"2130","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands Väsby",2010,"9.980172"
"2131","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands Väsby",2011,"9.955892"
"2132","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands-Bro",2008,"8.143444"
"2133","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands-Bro",2009,"10.04894"
"2134","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands-Bro",2010,"12.031439"
"2135","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Upplands-Bro",2011,"9.060023"
"2136","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppsala",2008,"9.534187"
"2137","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppsala",2009,"9.560538"
"2138","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppsala",2010,"7.905206"
"2139","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppsala",2011,"13.098137"
"2140","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppvidinge",2008,"7.964185"
"2141","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppvidinge",2009,"18.207681"
"2142","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppvidinge",2010,"14.566745"
"2143","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Uppvidinge",2011,"14.54461"
"2144","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vadstena",2008,"9.846827"
"2145","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vadstena",2009,"12.893244"
"2146","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vadstena",2010,"7.800705"
"2147","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vadstena",2011,"7.198444"
"2148","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaggeryd",2008,"7.330992"
"2149","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaggeryd",2009,"11.391341"
"2150","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaggeryd",2010,"11.502251"
"2151","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaggeryd",2011,"12.42485"
"2152","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Valdemarsvik",2008,"7.529281"
"2153","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Valdemarsvik",2009,"9.299896"
"2154","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Valdemarsvik",2010,"7.543424"
"2155","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Valdemarsvik",2011,"6.555024"
"2156","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vallentuna",2008,"6.253521"
"2157","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vallentuna",2009,"8.59454"
"2158","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vallentuna",2010,"7.796853"
"2159","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vallentuna",2011,"6.608536"
"2160","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vansbro",2008,"9.384711"
"2161","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vansbro",2009,"11.983223"
"2162","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vansbro",2010,"10.887574"
"2163","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vansbro",2011,"9.54043"
"2164","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vara",2008,"8.004779"
"2165","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vara",2009,"10.406167"
"2166","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vara",2010,"12.082486"
"2167","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vara",2011,"11.94627"
"2168","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Varberg",2008,"6.703648"
"2169","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Varberg",2009,"10.957936"
"2170","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Varberg",2010,"10.459075"
"2171","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Varberg",2011,"10"
"2172","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaxholm",2008,"7.925569"
"2173","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaxholm",2009,"17.274357"
"2174","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaxholm",2010,"8.160984"
"2175","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vaxholm",2011,"8.448459"
"2176","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vellinge",2008,"13.08311"
"2177","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vellinge",2009,"11.818904"
"2178","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vellinge",2010,"11.324173"
"2179","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vellinge",2011,"11.349471"
"2180","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vetlanda",2008,"6.745887"
"2181","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vetlanda",2009,"10.953311"
"2182","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vetlanda",2010,"10.059691"
"2183","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vetlanda",2011,"9.017241"
"2184","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vilhelmina",2008,"7.697044"
"2185","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vilhelmina",2009,"9.189189"
"2186","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vilhelmina",2010,"7.959306"
"2187","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vilhelmina",2011,"8.846384"
"2188","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vimmerby",2008,"9.946825"
"2189","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vimmerby",2009,"12.288136"
"2190","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vimmerby",2010,"10.892543"
"2191","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vimmerby",2011,"14.188034"
"2192","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vindeln",2008,"9.435311"
"2193","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vindeln",2009,"11.032028"
"2194","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vindeln",2010,"12.552595"
"2195","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vindeln",2011,"10.308555"
"2196","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vingåker",2008,"9.339775"
"2197","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vingåker",2009,"9.657321"
"2198","Invånare 65+ som var beviljade hemtjänst i ordinärt boende, andel (%)","Vingåker",2010,"10.394803"
