"","Kortnamn","Beskrivning","Kod"
"2213","U. Våldsbrott där offret är obekant med gärningsmannen, antal/1000 inv.","I brottskategorin våldsbrott där offret är obekant med gärningspersonen ingår annan misshandel än grov och grov misshandel såväl utomhus som inomhus där offret är obekant med gärningspersonen. Följande brottskoder ingår: 0355, 0357, 0365, 0367, 0375, 0377","U07457"
"2214","U. Våldsbrott där offret är bekant med gärningsmannen, antal/1000 inv.","I brottskategorin våldsbrott där offret är bekant med gärningspersonen ingår annan misshandel än grov och grov misshandel såväl utomhus som inomhus där offret är bekant med gärningspersonen. Följande brottskoder ingår: 0356, 0358, 0376, 0378, 9302, 9304, ","U07458"
"2215","U. Våldsbrott där offret är i nära relation med gärningsmannen, antal/1000 inv.","I brottskategorin våldsbrott där offret är i nära relation med gärningspersonen ingår annan misshandel än grov och grov misshandel såväl utomhus som inomhus där offret är i nära relation med gärningspersonen. Följande brottskoder ingår: 9349, 9353, 9351 s","U07459"
"2216","U. Kommunstorlek, km2","Km2, fram till allmänt vatten (allm vatten ingår ej). Källa: Egen uppgift från kommunen","U07900"
"2217","U. Fastigheter, antal","Antal fastigheter i fastighetsregistret den 31/12. Källa: Egen uppgift från kommunen","U07901"
"2218","U. Adresser, antal","Antal adresser i fastighetsregistret eller eget register, den 31/12. Källa: Egen uppgift från kommunen","U07902"
"2219","U. Fastighetsbildningsärenden som inkommit under ett kalenderår, antal","Antal fastighetsbildningsärenden som inkommit under ett kalenderår. Källa: Egen uppgift från kommunen","U07903"
"2220","U. Fastighetsbildningsärenden som avslutats under ett kalenderår, antal","Ett ärende är avslutat efter registrering. Om ingen registrering förekommer är det avslutat vid beslutat inställelsedatum. Källa: Egen uppgift från kommunen","U07904"
"2221","U. Grundkarteärenden som avslutas under ett kalenderår, antal","Antal grundkarteärenden som avslutas under ett kalenderår. Källa: Egen uppgift från kommunen","U07905"
"2222","U. Nybyggnadskarteärenden som avslutas under ett kalenderår, antal","Alla nybyggnadskarteärenden (inkl förenklade). Källa: Egen uppgift från kommunen","U07906"
"2223","U. Medarbetarengagemang (HME) kultur och fritid - Totalindex","Engagemangsindex för kultur och fritid enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HM","U09200"
"2224","U. Medarbetarengagemang (HME) kultur och fritid - Motivationsindex","Motivationsindex för kultur och fritid enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HM","U09201"
"2225","U. Medarbetarengagemang (HME) kultur och fritid - Ledarskapsindex","Ledarskapssindex för kultur och fritid enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HM","U09202"
"2226","U. Medarbetarengagemang (HME) kultur och fritid - Styrningsindex","Styrningsindex för kultur och fritid enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-","U09203"
"2227","U. Nöjd Medborgar Index - Idrott","Medborgarnas bedömning av kommunens idrottsverksamhet, skala 1-100. Källa SCB:s medborgarundersökningar.","U09400"
"2228","U. Nöjd Medborgar Index - Kultur","Medborgarnas bedömning av kommunens kulturverksamhet, skala 1-100. Källa SCB:s medborgarundersökningar.","U09401"
"2229","U. Nöjd Region Index - Fritid","Medborgarnas bedömning av kommunens fritidsutbud, skala 1-100. Källa SCB:s medborgarundersökningar.","U09402"
"2230","U. Huvudbibliotekets öppethållande på kvällar och helger, timmar/vecka","Antal timmar per vecka som kommunens huvudbibliotek har öppet utöver tiden 08-17 på vardagar. Metoden innebär att kommunen gör en undersökning via en enkel genomgång av öppettider för biblioteket under en veckas tid vid normal period under året (dvs. seme","U09403"
"2231","U. Simhallens öppethållande på kvällar och helger, timmar/vecka","Antal timmar per vecka som kommunens simhall har öppet utöver tiden 08-17 på vardagar. Metoden innebär att kommunen gör en undersökning via en genomgång av öppettider för simhallen under en veckas tid vid normal period under året (dvs. semestermånader och","U09404"
"2232","U. Informationsindex för kommunens webbplats - Kultur och fritid","Informationsindex omfattar den information som finns på kommunens hemsida. Syftet med informationsindex är att kunna visa en samlad bild av kommunens informationsgivning till medborgarna och synliggöra starka och svaga sidor. Undersökningen går till så at","U09405"
"2233","U. Nöjd Medborgar Index - Idrott- och motionsanläggningar","Medborgarnas bedömning av kommunens Idrott- och motionsanläggningar skala 1-100. Källa SCB:s medborgarundersökningar.","U09406"
"2234","U. Deltagartillfällen i idrottsföreningar, antal/inv 7-20 år","Antal deltagartillfällen i åldern 7-20 år i LOK-stödsberättigade idrottsföreningar under året, dividerat med antal invånare 7-20 år den 31/12. Deltagartillfällen är summan av antalet närvarande deltagare i av RF godkända sammankomster för vilken föreninge","U09800"
"2235","U. Deltagartillfällen i idrottsföreningar, antal/inv 7-12 år","Antal deltagartillfällen i åldern 7-12 år i LOK-stödsberättigade idrottsföreningar under året, dividerat med antal invånare 7-12 år den 31/12. Deltagartillfällen är summan av antalet närvarande deltagare i av RF godkända sammankomster för vilken föreninge","U09801"
"2236","U. Deltagartillfällen i idrottsföreningar, antal/inv 13-16 år","Antal deltagartillfällen i åldern 13-16 år i LOK-stödsberättigade idrottsföreningar under året, dividerat med antal invånare 13-16 år den 31/12. Deltagartillfällen är summan av antalet närvarande deltagare i av RF godkända sammankomster för vilken förenin","U09802"
"2237","U. Deltagartillfällen i idrottsföreningar, antal/inv 17-20 år","Antal deltagartillfällen i åldern 17-20 år i LOK-stödsberättigade idrottsföreningar under året, dividerat med antal invånare 17-20 år den 31/12. Deltagartillfällen är summan av antalet närvarande deltagare i av RF godkända sammankomster för vilken förenin","U09803"
"2238","U. Idrottsföreningar med LOK-stöd, antal/10 000 inv","Antal idrottsföreningar med LOK-stöd (Statligt lokalt aktivitetsstöd) dividerat med med det totala antalet invånare, dividerat med 10.000, den 31/12. LOK-stöd ges till föreningar med aktiviteter för pojkar och flickor 7-20 år samt för handikappidrottare s","U09804"
"2239","U. Idrottsföreningar med flickdominerad verksamhet, andel (%)","Antalet idrottsföreningar med LOK-stöd (Statlig lokalt aktivitetsstöd) med flickdominerad verksamhet, dividerat med totalt antal idrottsföreningar med LOK-stöd. LOK-stöd ges till föreningar med aktiviteter för pojkar och flickor 7-20 år samt för handikapp","U09805"
"2240","U. Idrottsföreningar med pojkdominerad verksamhet, andel (%)","Antalet idrottsföreningar med LOK-stöd (Statlig lokalt aktivitetsstöd) med pojkdominerad verksamhet, dividerat med totalt antal idrottsföreningar med LOK-stöd. LOK-stöd ges till föreningar med aktiviteter för pojkar och flickor 7-20 år samt för handikappi","U09806"
"2241","U. Idrottsföreningar med varken pojk- eller flickdominerad verksamhet, andel (%)","Antalet idrottsföreningar med LOK-stöd (Statlig lokalt aktivitetsstöd) med varken pojkdominerad eller flickdominerad verksamhet, dividerat med totalt antal idrottsföreningar med LOK-stöd. LOK-stöd ges till föreningar med aktiviteter för pojkar och flickor","U09807"
"2242","U. Antal närvarande barn per årsarbetare i förskolan","Antal barn dividerat med antal årsarbetare. Barnens frånvaroprocent räknas med för att få fram faktiskt antal närvarande barn per årsarbetare. Källa Egen undersökning i kommunen","U11002"
"2243","U. Kostnad kommunal förskola, kr/inskrivet barn","Total kostnad för förskola i kommunal regi dividerat med genomsnittligt antal inskrivna barn i kommunala förskolor. Källa Skolverket","U11003"
"2244","U. Personal i förskola, antal barn/personal (närvarande)","Antal närvarande barn per närvarande personal i förskola. Mätning under fyraveckorsperiod. För barn eller personal som är inskrivna/tjänstgör på mindre än heltid beräknas andel av en heltid på 40h. Avser alla förskolor i kommunen oavsett regi. Källa: Egen","U11004"
"2245","U. Medarbetarengagemang (HME) förskola - Totalindex","Engagemangsindex för förskola enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index  ","U11200"
"2246","U. Medarbetarengagemang (HME) förskola - Motivationsindex","Motivationsindex för förskola enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index b","U11201"
"2247","U. Medarbetarengagemang (HME) förskola - Ledarskapsindex","Ledarskapssindex för förskola enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index b","U11202"
"2248","U. Medarbetarengagemang (HME) förskola - Styrningsindex","Styrningsindex för förskola enligt resultat från medarbetarenkät. HME står för Hållbart medarbetarengagemang och mäter såväl nivån på medarbetarnas engagemang som chefernas och organisationens förmåga att ta tillvara på och skapa engagemang. HME-index bes","U11203"
"2249","U. Nöjd Medborgar Index - Förskolan","Medborgarnas bedömning av kommunens förskoleverksamhet, skala 1-100. Källa SCB:s medborgarundersökningar.","U11400"
"2250","U. Plats på förskola på önskat placeringsdatum, andel barn (%)","Andel (%) barn som erbjudits plats före eller på önskat placeringsdatum. Om önskat placeringsdatum infaller på lördag, söndag eller helgdag räknas första kommande vardag som önskat placeringsdatum. Mätperiod årets 6 första månader. Källa: Egen undersöknin","U11401"
"2251","U. Väntetid i antal dagar för de barn som inte fått plats på förskola på önskat placeringsdatum, medelvärde","Genomsnittligt antal dagar mellan önskat placeringsdatum och faktiskt erbjudet placeringsdatum. Mätperiod årets 6 första månader. Källa: Egen undersökning i kommunen\n","U11402"
"2252","U. Informationsindex för kommunens webbplats - Förskola","Informationsindex omfattar den information som finns på kommunens hemsida. Syftet med informationsindex är att kunna visa en samlad bild av kommunens informationsgivning till medborgarna och synliggöra starka och svaga sidor. Undersökningen går till så at","U11403"
"2253","U. Förskoleplatser där barnen deltar aktivt i utvecklingssamtalen, andel (%)","Antal förskoleplatser på förskola där barnen efter förutsättning och vilja deltar aktivt i utvecklingssamtalen, dividerat med totalt antal förskoleplatser i kommunen. Avser alla förskolor i kommunen oavsett regi (kommunal eller privat). Källa: Egen unders","U11404"
"2254","U. Förskoleplatser där barnen deltar vid planering av förskolans (veckans) aktiviteter, andel (%)","Antal förskoleplatser på förskola där barnen efter förutsättning och vilja deltar i (veckans) planering av förskolans aktiviteter, dividerat med totalt antal förskoleplatser i kommunen. Avser alla förskolor i kommunen oavsett regi (kommunal eller privat).","U11405"
"2255","U. Förskoleplatser där barnens synpunkter används vid utformning av den fysiska miljön, andel (%)","Antal förskoleplatser på förskola där barnens synpunkter tas tillvara vid utformning av den fysiska miljön, dividerat med totalt antal förskoleplatser i kommunen. Avser alla förskolor i kommunen oavsett regi (kommunal eller privat). Källa: Egen undersökni","U11406"
"2256","U. Förskoleplatser där dokumentation sker av barnens utveckling och lärande, andel (%)","Antal förskoleplatser på förskola där barnens utveckling och lärande dokumenteras, dividerat med totalt antal förskoleplatser i kommunen. Dokumentationen kan exempelvis vara pedagogisk dokumentation och portfolio. Avser alla förskolor i kommunen oavsett r","U11407"
"2257","U. Förskoleplatser där dokumentation följer med från förskolan till förskoleklass/skola (förutsätter vårdnadshavares tillstånd), andel (%)","Antal förskoleplatser på förskola där dokumentationen följer med från förskolan till förskoleklass/skola (under förutsättning att vårdnadshavare gett sitt tillstånd), dividerat med totalt antal förskoleplatser i kommunen. Avser alla förskolor i kommunen o","U11408"
"2258","U. Förskoleplatser där föräldrar erbjuds delta vid överlämning mellan förskola/förskoleklass, andel (%)","Antal förskoleplatser på förskola som erbjuder föräldrar att delta vid överlämningen mellan förskola och förskoleklass, dividerat med totalt antal förskoleplatser i kommunen. Avser alla förskolor i kommunen oavsett regi (kommunal eller privat). Källa: Ege","U11409"
"2259","U. Förskoleplatser där utvecklingssamtal erbjuds vårdnadshavare minst en gång per termin, andel (%)","Antal förskoleplatser på förskola där vårdnadshavare erbjuds utvecklingssamtal minst en gång per termin, dividerat med totalt antal förskoleplatser i kommunen. Avser alla förskolor i kommunen oavsett regi. Källa: Egen undersökning i kommunen","U11410"
